video_id,author,comment,like_count,date,topic,year,normalization,tokenizing,stopword,stemming,category,sentiment
5Fv2tGv9_Vo,@CaswatiNda04,ini yg dibilang hidup tidak mengandalkan uang hidup ga ngoyo sangat inspiratif,0,2025-09-21T04:54:55Z,budidaya organik,2025,ini yg dibilang hidup tidak mengandalkan uang hidup ga ngoyo sangat inspiratif,"ini, yg, dibilang, hidup, tidak, mengandalkan, uang, hidup, ga, ngoyo, sangat, inspiratif","yg, dibilang, hidup, mengandalkan, uang, hidup, ga, ngoyo, inspiratif","yg, bilang, hidup, andal, uang, hidup, ga, oyo, inspiratif",feedback penonton,Netral
ucfHy84xvec,@GustiGus-z4u,saya ingin meniru cara ibu terimakasih ilmutaninyasalam dari tabanan bali sukses ibu,2,2025-11-09T12:30:35Z,budidaya organik,2025,saya ingin meniru cara ibu terimakasih ilmutaninyasalam dari tabanan bali sukses ibu,"saya, ingin, meniru, cara, ibu, terimakasih, ilmutaninyasalam, dari, tabanan, bali, sukses, ibu","meniru, terimakasih, ilmutaninyasalam, tabanan, bali, sukses","tiru, terimakasih, ilmutaninyasalam, taban, bal, sukses",feedback penonton,Positif
pO43PBserhU,@Ta2ngPermana,sudah prnh nyoba tp daunnya mlh pada kering,0,2025-10-16T02:50:54Z,pengendalian hama,2025,sudah prnh nyoba tp daunnya mlh pada kering,"sudah, prnh, nyoba, tp, daunnya, mlh, pada, kering","prnh, nyoba, tp, daunnya, mlh, kering","prnh, nyoba, tp, daun, mlh, ring",feedback penonton,Negatif
GzdFV_r-SHM,@chandracool6751,mantappp bang,0,2025-04-12T10:21:25Z,pengendalian hama,2025,mantappp bang,"mantappp, bang","mantappp, bang","mantappp, bang",feedback penonton,Positif
-GyJN1tr9RM,@upaythea5381,subur banget kangkungnya sukses slalu buat kk di sana,1,2023-02-13T05:18:42Z,hidroponik,2023,subur banget kangkungnya sukses slalu buat kk di sana,"subur, banget, kangkungnya, sukses, slalu, buat, kk, di, sana","subur, banget, kangkungnya, sukses, slalu, kk","subur, banget, kangkung, sukses, slalu, kk",feedback penonton,Positif
GzdFV_r-SHM,@mulyonowulantronik3597,apa bisa dicampur dg penyubur dalam meng aplikasikan bos,1,2024-03-05T13:36:00Z,pengendalian hama,2024,apa bisa dicampur dg penyubur dalam meng aplikasikan bos,"apa, bisa, dicampur, dg, penyubur, dalam, meng, aplikasikan, bos","dicampur, dg, penyubur, meng, aplikasikan, bos","campur, dg, subur, meng, aplikasi, bos",kompatibilitas pestisida,Netral
JL2VZdA9wuc,@iy1280,apa bias buat tanaman padi,0,2025-08-08T11:36:27Z,pengendalian hama,2025,apa bias buat tanaman padi,"apa, bias, buat, tanaman, padi","bias, tanaman, padi","bias, tanam, padi",feedback penonton,Positif
5Fv2tGv9_Vo,@jamilatuldesiana2126,kalo hujan brrti basah itu kandang ayamnya gak menggenang aku pengen buat juga mbak mas,0,2025-09-14T09:00:27Z,budidaya organik,2025,kalo hujan brrti basah itu kandang ayamnya gak menggenang aku pengen buat juga mbak mas,"kalo, hujan, brrti, basah, itu, kandang, ayamnya, gak, menggenang, aku, pengen, buat, juga, mbak, mas","kalo, hujan, brrti, basah, kandang, ayamnya, gak, menggenang, pengen, mbak, mas","kalo, hujan, brrti, basah, kandang, ayam, gak, genang, ken, mbak, mas",feedback penonton,Netral
28Eo_Xm8LYg,@arifkalulut1850,bang rkwes pank m di campor npk kaya apa bktrinya mati kah lde kah,1,2022-10-26T07:19:16Z,pemupukan,2022,bang rkwes pank m di campor npk kaya apa bktrinya mati kah lde kah,"bang, rkwes, pank, m, di, campor, npk, kaya, apa, bktrinya, mati, kah, lde, kah","bang, rkwes, pank, m, campor, npk, kaya, bktrinya, mati, kah, lde, kah","bang, rkwes, pank, m, campor, npk, kaya, bktri, mati, kah, lde, kah","dampak pupuk ke tanaman, konflik pupuk kimia organik",Negatif
y5B5sxJYEOI,@jarwoko9969,ini mahal,0,2023-10-26T13:04:10Z,hidroponik,2023,ini mahal,"ini, mahal",mahal,mahal,biaya awal hidroponik,Negatif
-YlHpqcgOow,@ajengsarahayu6612,mff pa untuk metode pengecoran hst dosis g liter untuk pengaplikasian nya berpa ml untuk pertanaman nya pa tolong di jawab ya pak,0,2025-01-22T12:46:04Z,pemupukan,2025,mff pa untuk metode pengecoran hst dosis g liter untuk pengaplikasian nya berpa ml untuk pertanaman nya pa tolong di jawab ya pak,"mff, pa, untuk, metode, pengecoran, hst, dosis, g, liter, untuk, pengaplikasian, nya, berpa, ml, untuk, pertanaman, nya, pa, tolong, di, jawab, ya, pak","mff, pa, metode, pengecoran, hst, dosis, g, liter, pengaplikasian, nya, berpa, ml, pertanaman, nya, pa, tolong, ya","mff, pa, metode, cor, hst, dosis, g, liter, aplikasi, , berpa, ml, tanam, , pa, tolong, ya",dosis dan waktu pupuk,Positif
-GyJN1tr9RM,@baikbikesaja2009,jika hujan apakah perlu dipindahkan tanamannya atau biarkan saja om,1,2025-05-27T03:58:57Z,hidroponik,2025,jika hujan apakah perlu dipindahkan tanamannya atau biarkan saja om,"jika, hujan, apakah, perlu, dipindahkan, tanamannya, atau, biarkan, saja, om","hujan, dipindahkan, tanamannya, biarkan, om","hujan, pindah, tanam, biar, om",feedback penonton,Positif
9zyK_C4g4qU,@agusmulyana7909,boleh minta alamat lokasi nya,1,2020-11-18T01:24:11Z,hidroponik,2020,boleh minta alamat lokasi nya,"boleh, minta, alamat, lokasi, nya","alamat, lokasi, nya","alamat, lokasi, ",feedback penonton,Negatif
5Fv2tGv9_Vo,@hartiyahpurwaningsih8380,masyaallah barokallah berkah ilmunya insyaallah bisa menjadi inspirasi bagi yg lainnya,0,2025-09-30T01:07:05Z,budidaya organik,2025,masyaallah barokallah berkah ilmunya insyaallah bisa menjadi inspirasi bagi yg lainnya,"masyaallah, barokallah, berkah, ilmunya, insyaallah, bisa, menjadi, inspirasi, bagi, yg, lainnya","masyaallah, barokallah, berkah, ilmunya, insyaallah, inspirasi, yg","masyaallah, barokallah, berkah, ilmu, insyaallah, inspirasi, yg",feedback penonton,Netral
5Fv2tGv9_Vo,@HanahRaihanah01,impian punya rumah halaman lebar d desad kota gk ada lahan mau pelihara ayam tetangga marah walau gk d lepas,0,2025-10-19T21:57:50Z,budidaya organik,2025,impian punya rumah halaman lebar d desad kota gk ada lahan mau pelihara ayam tetangga marah walau gk d lepas,"impian, punya, rumah, halaman, lebar, d, desad, kota, gk, ada, lahan, mau, pelihara, ayam, tetangga, marah, walau, gk, d, lepas","impian, rumah, halaman, lebar, d, desad, kota, gk, lahan, pelihara, ayam, tetangga, marah, gk, d, lepas","impi, rumah, halaman, lebar, d, desad, kota, gk, lahan, pelihara, ayam, tetangga, marah, gk, d, lepas",minat konsumen organik,Positif
kS16kRKYJGg,@forjatselazzouzi,price,0,2024-12-09T20:33:58Z,irigasi,2024,price,price,price,price,feedback penonton,Netral
_lAVXCvou78,@RomlinGultom,tolong pak di terangkan berapa lama masa permentase baru bisa di pakai,0,2025-09-09T22:51:31Z,pengendalian hama,2025,tolong pak di terangkan berapa lama masa permentase baru bisa di pakai,"tolong, pak, di, terangkan, berapa, lama, masa, permentase, baru, bisa, di, pakai","tolong, terangkan, permentase, pakai","tolong, terang, permentase, pakai",feedback penonton,Negatif
28Eo_Xm8LYg,@anakayam4747,om mikroskop ku kok warna kuning lampu apa ini di edit,0,2021-07-14T15:12:34Z,pemupukan,2021,om mikroskop ku kok warna kuning lampu apa ini di edit,"om, mikroskop, ku, kok, warna, kuning, lampu, apa, ini, di, edit","om, mikroskop, ku, warna, kuning, lampu, edit","om, mikroskop, ku, warna, kuning, lampu, edit",dampak pupuk ke tanaman,Negatif
QQM9BKY0_K8,@josuaabdiel9557,dok saya mau nanya itu klo pupuk tunggal dicampur bagaimana dengam sifat antagonis dari pupuk itu sendiri soalnya saya pernah dengar ada pupuk yg golongan unsurnya sama gk boleh dicampur kayak kalsium dengan kalium dan nitrogen urea dan phospat itu gmna ya dok mohon penjelasannya dok,1,2021-04-13T03:46:40Z,pemupukan,2021,dok saya mau nanya itu klo pupuk tunggal dicampur bagaimana dengam sifat antagonis dari pupuk itu sendiri soalnya saya pernah dengar ada pupuk yg golongan unsurnya sama gk boleh dicampur kayak kalsium dengan kalium dan nitrogen urea dan phospat itu gmna ya dok mohon penjelasannya dok,"dok, saya, mau, nanya, itu, klo, pupuk, tunggal, dicampur, bagaimana, dengam, sifat, antagonis, dari, pupuk, itu, sendiri, soalnya, saya, pernah, dengar, ada, pupuk, yg, golongan, unsurnya, sama, gk, boleh, dicampur, kayak, kalsium, dengan, kalium, dan, nitrogen, urea, dan, phospat, itu, gmna, ya, dok, mohon, penjelasannya, dok","dok, nanya, klo, pupuk, tunggal, dicampur, dengam, sifat, antagonis, pupuk, dengar, pupuk, yg, golongan, unsurnya, gk, dicampur, kayak, kalsium, kalium, nitrogen, urea, phospat, gmna, ya, dok, mohon, penjelasannya, dok","dok, na, klo, pupuk, tunggal, campur, dengam, sifat, antagonis, pupuk, dengar, pupuk, yg, golong, unsur, gk, campur, kayak, kalsium, kalium, nitrogen, urea, phospat, gmna, ya, dok, mohon, jelas, dok","dosis dan waktu pupuk, konflik pupuk kimia organik",Netral
GO6PuKMedeM,@winnadua3553,sekali tapi untuk selama nya dak jadi masalah,1,2023-08-22T03:29:20Z,hidroponik,2023,sekali tapi untuk selama nya dak jadi masalah,"sekali, tapi, untuk, selama, nya, dak, jadi, masalah","nya, dak",", dak",feedback penonton,Negatif
DcG3sqwpSa0,@jujujunengsih4436,mf air nutrisi tu air apa,1,2022-03-24T12:11:29Z,hidroponik,2022,mf air nutrisi tu air apa,"mf, air, nutrisi, tu, air, apa","mf, air, nutrisi, tu, air","mf, air, nutrisi, tu, air",kompleksitas perawatan,Netral
5Fv2tGv9_Vo,@mohe6790,alkhamdulillah saya memuji alla dengan pujian yang sangat agung yang telah menjadikan sebagian hambanya sebagai inspirasi bagi yg lain untuk ketahanan pangan yang lebih baik,0,2025-12-19T04:00:14Z,budidaya organik,2025,alkhamdulillah saya memuji alla dengan pujian yang sangat agung yang telah menjadikan sebagian hambanya sebagai inspirasi bagi yg lain untuk ketahanan pangan yang lebih baik,"alkhamdulillah, saya, memuji, alla, dengan, pujian, yang, sangat, agung, yang, telah, menjadikan, sebagian, hambanya, sebagai, inspirasi, bagi, yg, lain, untuk, ketahanan, pangan, yang, lebih, baik","alkhamdulillah, memuji, alla, pujian, agung, menjadikan, hambanya, inspirasi, yg, ketahanan, pangan","alkhamdulillah, puji, alla, puji, agung, jadi, hamba, inspirasi, yg, tahan, pangan",feedback penonton,Netral
JL2VZdA9wuc,@savanarinjani3953,bisa mengatasi hama hitam yg sdh menyerang sayuranya mas mau resep u pembasmi hama yg tdk di inapkan ada mas jika sdh byk hama smgg brpa kali terimaksoh sblmnya,0,2021-08-23T02:34:46Z,pengendalian hama,2021,bisa mengatasi hama hitam yg sdh menyerang sayuranya mas mau resep u pembasmi hama yg tdk di inapkan ada mas jika sdh byk hama smgg brpa kali terimaksoh sblmnya,"bisa, mengatasi, hama, hitam, yg, sdh, menyerang, sayuranya, mas, mau, resep, u, pembasmi, hama, yg, tdk, di, inapkan, ada, mas, jika, sdh, byk, hama, smgg, brpa, kali, terimaksoh, sblmnya","mengatasi, hama, hitam, yg, sdh, menyerang, sayuranya, mas, resep, u, pembasmi, hama, yg, tdk, inapkan, mas, sdh, byk, hama, smgg, brpa, kali, terimaksoh, sblmnya","atas, hama, hitam, yg, sdh, serang, sayura, mas, resep, u, basmi, hama, yg, tdk, inap, mas, sdh, byk, hama, smgg, brpa, kali, terimaksoh, sblm",efektivitas pengendalian hama,Negatif
mLdvwruqEpo,@widy9080,flanelnya nanti bisa dipake lagi gak kak,0,2025-06-10T12:38:45Z,hidroponik,2025,flanelnya nanti bisa dipake lagi gak kak,"flanelnya, nanti, bisa, dipake, lagi, gak, kak","flanelnya, dipake, gak, kak","flanel, pake, gak, kak",feedback penonton,Netral
-GyJN1tr9RM,@putridini1839,bang itu sekali panen doang ya abis itu udh hehe,1,2022-10-28T17:14:44Z,hidroponik,2022,bang itu sekali panen doang ya abis itu udh hehe,"bang, itu, sekali, panen, doang, ya, abis, itu, udh, hehe","bang, panen, doang, ya, abis, udh, hehe","bang, panen, doang, ya, abis, udh, hehe",feedback penonton,Netral
-GyJN1tr9RM,@singokobro9452,mantab sayur nya,1,2023-12-09T00:36:25Z,hidroponik,2023,mantab sayur nya,"mantab, sayur, nya","mantab, sayur, nya","mantab, sayur, ",feedback penonton,Netral
inF984LZKa0,@zunaedizunaedi8436,semoga bermanfaat,0,2025-11-01T11:16:11Z,pemupukan,2025,semoga bermanfaat,"semoga, bermanfaat","semoga, bermanfaat","moga, manfaat",feedback penonton,Positif
-GyJN1tr9RM,@juniorweb,kalau ada serangan hama penanggulanganya bagaimana mas disemprot pestisida kah,2,2022-08-04T15:22:47Z,hidroponik,2022,kalau ada serangan hama penanggulanganya bagaimana mas disemprot pestisida kah,"kalau, ada, serangan, hama, penanggulanganya, bagaimana, mas, disemprot, pestisida, kah","serangan, hama, penanggulanganya, mas, disemprot, pestisida, kah","serang, hama, penanggulanga, mas, semprot, pestisida, kah",feedback penonton,Negatif
28Eo_Xm8LYg,@IKHTIARTANI,terima kasih ilmunya bang,0,2023-04-08T23:20:24Z,pemupukan,2023,terima kasih ilmunya bang,"terima, kasih, ilmunya, bang","terima, kasih, ilmunya, bang","terima, kasih, ilmu, bang",feedback penonton,Positif
mLdvwruqEpo,@muhlisin-pendidikan,jooosss,0,2025-07-06T12:41:30Z,hidroponik,2025,jooosss,jooosss,jooosss,jooosss,feedback penonton,Netral
M0KYwjW-22c,@ZainalMutaqin-g2r,klo tangki stengah liter dosisnya llu butuh brp liter klo buat penyemprotan hektar apa gk ribet bisa di simpan smpe musim gk,0,2025-06-25T12:29:32Z,pengendalian hama,2025,klo tangki stengah liter dosisnya llu butuh brp liter klo buat penyemprotan hektar apa gk ribet bisa di simpan smpe musim gk,"klo, tangki, stengah, liter, dosisnya, llu, butuh, brp, liter, klo, buat, penyemprotan, hektar, apa, gk, ribet, bisa, di, simpan, smpe, musim, gk","klo, tangki, stengah, liter, dosisnya, llu, butuh, brp, liter, klo, penyemprotan, hektar, gk, ribet, simpan, smpe, musim, gk","klo, tangki, stengah, liter, dosis, llu, butuh, brp, liter, klo, semprot, hektar, gk, ribet, simpan, smpe, musim, gk",alternatif pengendalian alami,Negatif
DcG3sqwpSa0,@tukini1808,dimana beli biji seldir,0,2025-09-16T11:27:06Z,hidroponik,2025,dimana beli biji seldir,"dimana, beli, biji, seldir","dimana, beli, biji, seldir","mana, beli, biji, seldir",feedback penonton,Netral
y5B5sxJYEOI,@winnarto1150rafa,mahal di bijinya jagung boros,0,2023-11-13T05:30:12Z,hidroponik,2023,mahal di bijinya jagung boros,"mahal, di, bijinya, jagung, boros","mahal, bijinya, jagung, boros","mahal, biji, jagung, boros",biaya awal hidroponik,Negatif
y5B5sxJYEOI,@poschiken3892,biji gandum mahal,0,2023-10-25T12:20:50Z,hidroponik,2023,biji gandum mahal,"biji, gandum, mahal","biji, gandum, mahal","biji, gandum, mahal",biaya awal hidroponik,Negatif
DcG3sqwpSa0,@AmeenaAmeena-y2d,aamiin masyaaallooh subur banget sledri nya,1,2024-03-01T19:48:48Z,hidroponik,2024,aamiin masyaaallooh subur banget sledri nya,"aamiin, masyaaallooh, subur, banget, sledri, nya","aamiin, masyaaallooh, subur, banget, sledri, nya","aamiin, masyaaallooh, subur, banget, sledri, ",feedback penonton,Positif
iArT8RhBxzY,@rafifarma837,aku mau jugak,0,2025-01-12T01:45:25Z,budidaya organik,2025,aku mau jugak,"aku, mau, jugak",jugak,jugak,feedback penonton,Netral
28Eo_Xm8LYg,@aprillanti9846,klw e di campur pupuk mutiara bisa gx om,0,2021-07-11T13:29:59Z,pemupukan,2021,klw e di campur pupuk mutiara bisa gx om,"klw, e, di, campur, pupuk, mutiara, bisa, gx, om","klw, e, campur, pupuk, mutiara, gx, om","klw, e, campur, pupuk, mutiara, gx, om",dosis dan waktu pupuk,Netral
_lAVXCvou78,@walidjumlad7841,maaf pak alhasil cabe tetap keriting dan rontok maaf juga saya sudah mencoba semua pesnab semua cabe tetap keriting dan gagal panen,0,2023-03-30T14:30:31Z,pengendalian hama,2023,maaf pak alhasil cabe tetap keriting dan rontok maaf juga saya sudah mencoba semua pesnab semua cabe tetap keriting dan gagal panen,"maaf, pak, alhasil, cabe, tetap, keriting, dan, rontok, maaf, juga, saya, sudah, mencoba, semua, pesnab, semua, cabe, tetap, keriting, dan, gagal, panen","maaf, alhasil, cabe, keriting, rontok, maaf, mencoba, pesnab, cabe, keriting, gagal, panen","maaf, alhasil, cabe, riting, rontok, maaf, coba, pesnab, cabe, riting, gagal, panen",efektivitas pengendalian hama,Negatif
AQLcjhHQBC0,@ganisri-gx7ln,ini repot kalau sungai parit banjir,0,2024-03-15T02:33:53Z,irigasi,2024,ini repot kalau sungai parit banjir,"ini, repot, kalau, sungai, parit, banjir","repot, sungai, parit, banjir","repot, sungai, parit, banjir",feedback penonton,Negatif
-GyJN1tr9RM,@lilishestina1671,itu beli cairan nutrisinya namanya apa yah,2,2022-08-07T13:12:37Z,hidroponik,2022,itu beli cairan nutrisinya namanya apa yah,"itu, beli, cairan, nutrisinya, namanya, apa, yah","beli, cairan, nutrisinya, namanya, yah","beli, cair, nutrisi, nama, yah",feedback penonton,Positif
M0KYwjW-22c,@NismaYanti-s1g,bossku bisakah di simpan lama,0,2024-09-12T02:37:42Z,pengendalian hama,2024,bossku bisakah di simpan lama,"bossku, bisakah, di, simpan, lama","bossku, simpan","bossku, simpan",feedback penonton,Negatif
28Eo_Xm8LYg,@BAIDOWIART,saya pengen liat video uji cobanya pada tanaman hasil antara campur dan tidak,0,2021-12-15T13:03:50Z,pemupukan,2021,saya pengen liat video uji cobanya pada tanaman hasil antara campur dan tidak,"saya, pengen, liat, video, uji, cobanya, pada, tanaman, hasil, antara, campur, dan, tidak","pengen, liat, video, uji, cobanya, tanaman, hasil, campur","ken, liat, video, uji, coba, tanam, hasil, campur",feedback penonton,Positif
-YlHpqcgOow,@suhartopwr4490,nggak usah tanam cabe rugi kg pupuk bibit obat serba mahal,0,2024-11-03T11:12:23Z,pemupukan,2024,nggak usah tanam cabe rugi kg pupuk bibit obat serba mahal,"nggak, usah, tanam, cabe, rugi, kg, pupuk, bibit, obat, serba, mahal","nggak, tanam, cabe, rugi, kg, pupuk, bibit, obat, serba, mahal","gak, tanam, cabe, rugi, kg, pupuk, bibit, obat, serba, mahal","dosis dan waktu pupuk, efisiensi penggunaan pupuk",Negatif
-GyJN1tr9RM,@herlinasutarya388,sore pa apa bisa klu tanam bayam seperti tanam kangkung,1,2022-10-27T10:44:22Z,hidroponik,2022,sore pa apa bisa klu tanam bayam seperti tanam kangkung,"sore, pa, apa, bisa, klu, tanam, bayam, seperti, tanam, kangkung","sore, pa, klu, tanam, bayam, tanam, kangkung","sore, pa, klu, tanam, bayam, tanam, kangkung",kompleksitas perawatan,Netral
TCRV_d27iG0,@anakdanau5473,pak mohon rekomendasi pupuk untuk masa vegetatif dan generatif untuk tanaman bawang merah trimakasih pak,1,2021-01-29T15:11:30Z,pemupukan,2021,pak mohon rekomendasi pupuk untuk masa vegetatif dan generatif untuk tanaman bawang merah trimakasih pak,"pak, mohon, rekomendasi, pupuk, untuk, masa, vegetatif, dan, generatif, untuk, tanaman, bawang, merah, trimakasih, pak","mohon, rekomendasi, pupuk, vegetatif, generatif, tanaman, bawang, merah, trimakasih","mohon, rekomendasi, pupuk, vegetatif, generatif, tanam, bawang, merah, trimakasih",dosis dan waktu pupuk,Positif
vvcBT2Fg5IQ,@YogurtBuah,ini ibu berbeda dari yang lain mungkin diantara dari ibu ibu jauh berbeda dari yang sein kanan belok kiri,0,2025-01-05T04:59:36Z,budidaya organik,2025,ini ibu berbeda dari yang lain mungkin diantara dari ibu ibu jauh berbeda dari yang sein kanan belok kiri,"ini, ibu, berbeda, dari, yang, lain, mungkin, diantara, dari, ibu, ibu, jauh, berbeda, dari, yang, sein, kanan, belok, kiri","berbeda, berbeda, sein, kanan, belok, kiri","beda, beda, sein, kanan, belok, kiri",feedback penonton,Netral
G1MjF639DrY,@Arzayn.,sbnernya saya sdar akan bahaya kimia mas tp sayang jika satu kawasan yg lainnya pakai kimia pestisida jika saya memakai organik otomatis hanya lahan saya yg diserang hama mas soalnya sudah berpuluh tahun petani kita sudah candu akan kimia,1,2024-04-12T12:04:49Z,budidaya organik,2024,sbnernya saya sdar akan bahaya kimia mas tp sayang jika satu kawasan yg lainnya pakai kimia pestisida jika saya memakai organik otomatis hanya lahan saya yg diserang hama mas soalnya sudah berpuluh tahun petani kita sudah candu akan kimia,"sbnernya, saya, sdar, akan, bahaya, kimia, mas, tp, sayang, jika, satu, kawasan, yg, lainnya, pakai, kimia, pestisida, jika, saya, memakai, organik, otomatis, hanya, lahan, saya, yg, diserang, hama, mas, soalnya, sudah, berpuluh, tahun, petani, kita, sudah, candu, akan, kimia","sbnernya, sdar, bahaya, kimia, mas, tp, sayang, kawasan, yg, pakai, kimia, pestisida, memakai, organik, otomatis, lahan, yg, diserang, hama, mas, berpuluh, petani, candu, kimia","sbner, sdar, bahaya, kimia, mas, tp, sayang, kawasan, yg, pakai, kimia, pestisida, pakai, organik, otomatis, lahan, yg, serang, hama, mas, puluh, tani, candu, kimia","kepercayaan produk organik, minat konsumen organik",Negatif
DcG3sqwpSa0,@sriendah7753,aq nanam ko mati beberapa kali,1,2021-07-09T11:34:45Z,hidroponik,2021,aq nanam ko mati beberapa kali,"aq, nanam, ko, mati, beberapa, kali","aq, nanam, ko, mati, kali","aq, nanam, ko, mati, kali",feedback penonton,Negatif
JTEhv7JCRF0,@alamwilmar83,mantap sekali sy pekerja pabrik jadi tertarik ingin bertani kl lihat kanal bapak ini trimaksih pak,0,2025-02-25T11:44:54Z,pengendalian hama,2025,mantap sekali sy pekerja pabrik jadi tertarik ingin bertani kl lihat kanal bapak ini trimaksih pak,"mantap, sekali, sy, pekerja, pabrik, jadi, tertarik, ingin, bertani, kl, lihat, kanal, bapak, ini, trimaksih, pak","mantap, sy, pekerja, pabrik, tertarik, bertani, kl, lihat, kanal, trimaksih","mantap, sy, kerja, pabrik, tarik, tan, kl, lihat, kanal, trimaksih",feedback penonton,Positif
Z3QfdLBjRWk,@amranchannel3206,semua vidio nya mantap betul bang saya sangat terinspirasi betul terimakasih ilmu nya semoga abang rizalnya sukses selalu amiiin,1,2021-04-30T05:52:09Z,pemupukan,2021,semua vidio nya mantap betul bang saya sangat terinspirasi betul terimakasih ilmu nya semoga abang rizalnya sukses selalu amiiin,"semua, vidio, nya, mantap, betul, bang, saya, sangat, terinspirasi, betul, terimakasih, ilmu, nya, semoga, abang, rizalnya, sukses, selalu, amiiin","vidio, nya, mantap, bang, terinspirasi, terimakasih, ilmu, nya, semoga, abang, rizalnya, sukses, amiiin","vidio, , mantap, bang, inspirasi, terimakasih, ilmu, , moga, abang, rizal, sukses, amiiin",feedback penonton,Positif
_99fDKfRq50,@denkuyyy4579,dark elixir,0,2022-07-15T06:41:00Z,irigasi,2022,dark elixir,"dark, elixir","dark, elixir","dark, elixir",feedback penonton,Netral
5Fv2tGv9_Vo,@farasyifaulinajwa,masyallah pasangan yang bikin adem sehat selalu bapak ibu,0,2025-09-22T18:00:19Z,budidaya organik,2025,masyallah pasangan yang bikin adem sehat selalu bapak ibu,"masyallah, pasangan, yang, bikin, adem, sehat, selalu, bapak, ibu","masyallah, pasangan, bikin, adem, sehat","masyallah, pasang, bikin, adem, sehat",minat konsumen organik,Positif
y5B5sxJYEOI,@HeriOutdoor,saya pernah mencoba di slah satu pt di tempat kerja dlu tapi sayang selalu gagal karna rak yang di gunakan kurang bagus,0,2023-10-31T03:49:59Z,hidroponik,2023,saya pernah mencoba di slah satu pt di tempat kerja dlu tapi sayang selalu gagal karna rak yang di gunakan kurang bagus,"saya, pernah, mencoba, di, slah, satu, pt, di, tempat, kerja, dlu, tapi, sayang, selalu, gagal, karna, rak, yang, di, gunakan, kurang, bagus","mencoba, slah, pt, kerja, dlu, sayang, gagal, karna, rak, bagus","coba, slah, pt, rja, dlu, sayang, gagal, karna, rak, bagus",feedback penonton,Negatif
-GyJN1tr9RM,@EndangEndang-b8e,di mana beli nutrisinya dan apa nama nya bos,1,2025-06-05T01:33:23Z,hidroponik,2025,di mana beli nutrisinya dan apa nama nya bos,"di, mana, beli, nutrisinya, dan, apa, nama, nya, bos","beli, nutrisinya, nama, nya, bos","beli, nutrisi, nama, , bos",feedback penonton,Netral
5Fv2tGv9_Vo,@ArisandiNirmala,mas boleh minta no temennya yg dapat mengolah residu plastik itu mas,0,2025-09-03T10:53:24Z,budidaya organik,2025,mas boleh minta no temennya yg dapat mengolah residu plastik itu mas,"mas, boleh, minta, no, temennya, yg, dapat, mengolah, residu, plastik, itu, mas","mas, no, temennya, yg, mengolah, residu, plastik, mas","mas, no, temen, yg, olah, residu, plastik, mas",feedback penonton,Negatif
inF984LZKa0,@titinsupriati5142,comentny jangan banyak berisik do rema cong,0,2025-11-12T09:26:48Z,pemupukan,2025,comentny jangan banyak berisik do rema cong,"comentny, jangan, banyak, berisik, do, rema, cong","comentny, berisik, do, rema, cong","comentny, berisik, do, rema, cong",feedback penonton,Netral
JTEhv7JCRF0,@PeciLanggem,terimakasih banyak semoga ilmunya bermanfaat bagi semua petani semoga sehat selalu,0,2025-09-04T13:21:52Z,pengendalian hama,2025,terimakasih banyak semoga ilmunya bermanfaat bagi semua petani semoga sehat selalu,"terimakasih, banyak, semoga, ilmunya, bermanfaat, bagi, semua, petani, semoga, sehat, selalu","terimakasih, semoga, ilmunya, bermanfaat, petani, semoga, sehat","terimakasih, moga, ilmu, manfaat, tani, moga, sehat",feedback penonton,Positif
5Fv2tGv9_Vo,@yanuaristriahadikusuma5384,orng pinter in crdas,0,2025-09-20T00:07:06Z,budidaya organik,2025,orng pinter in crdas,"orng, pinter, in, crdas","orng, pinter, in, crdas","orng, pinter, in, crdas",feedback penonton,Netral
1NnDgJzBAq4,@zidanmatanari9416,biar benihnya tahan lama,0,2025-07-30T11:30:47Z,hidroponik,2025,biar benihnya tahan lama,"biar, benihnya, tahan, lama","biar, benihnya, tahan","biar, benih, tahan",feedback penonton,Negatif
5Fv2tGv9_Vo,@ligapriyana3994,iya betul tapi inflasi itu paling lama ya tahun setelah itu ya pasti normal lagi yg namanya bertani ya tetep tani da usahawan ya tetep usahawan,1,2025-09-03T07:26:55Z,budidaya organik,2025,iya betul tapi inflasi itu paling lama ya tahun setelah itu ya pasti normal lagi yg namanya bertani ya tetep tani da usahawan ya tetep usahawan,"iya, betul, tapi, inflasi, itu, paling, lama, ya, tahun, setelah, itu, ya, pasti, normal, lagi, yg, namanya, bertani, ya, tetep, tani, da, usahawan, ya, tetep, usahawan","iya, inflasi, ya, ya, normal, yg, namanya, bertani, ya, tetep, tani, da, usahawan, ya, tetep, usahawan","iya, inflasi, ya, ya, normal, yg, nama, tan, ya, tetep, tani, da, usahawan, ya, tetep, usahawan",feedback penonton,Positif
_99fDKfRq50,@Salman_Putra,ribet,0,2022-07-28T14:04:08Z,irigasi,2022,ribet,ribet,ribet,ribet,feedback penonton,Negatif
